User,Film,Rating
ngobrolinpilem,Enola Holmes,2.5
ngobrolinpilem,Scott Pilgrim vs. the World,3.1875
ngobrolinpilem,Happy Old Year,2.5
ngobrolinpilem,Moonlight,5.0
ngobrolinpilem,Into the Wild,3.0
commaditya,Bird Box,0.75
commaditya,FullMetal Alchemist,3.333333
commaditya,The Pursuit,2.5
commaditya,Thor: Ragnarok,3.25
commaditya,Cahaya Dari Timur Beta Maluku,4.25
commaditya,Twilight,3.145833
commaditya,Star Trek,2.75
sir_amirsyarif,Gunpowder Milkshake,3.238095
sir_amirsyarif,Wish Dragon,3.320833
sir_amirsyarif,Generasi 90an: Melankolia,2.222222
sir_amirsyarif,I Care a Lot,3.0
sir_amirsyarif,June & Kopi,3.054167
sir_amirsyarif,Layla Majnun,2.5
sir_amirsyarif,Mile 22,3.8125
sir_amirsyarif,Over the Moon,2.375
sir_amirsyarif,Enola Holmes,3.729167
sir_amirsyarif,Lincoln,5.0
sir_amirsyarif,Midnight Special,3.027778
sir_amirsyarif,Movie 43,2.78125
sir_amirsyarif,Nightcrawler,3.208333
sir_amirsyarif,Scott Pilgrim vs. the World,3.25
sir_amirsyarif,Shark Night,1.25
sir_amirsyarif,Legend of the Guardians: The Owls of Ga'Hoole,3.5
sir_amirsyarif,Searching for Sugar Man,3.75
sir_amirsyarif,The Doll 2,2.3125
sir_amirsyarif,Kuntilanak,2.625
sir_amirsyarif,Spider-Man: Into the Spider-Verse,5.0
sir_amirsyarif,Submission,3.75
sir_amirsyarif,Black Panther,5.0
sir_amirsyarif,Milea,2.6875
sir_amirsyarif,Lady Bird,5.0
sir_amirsyarif,Dilan 1990,3.9375
sir_amirsyarif,Dilan 1991,2.982955
sir_amirsyarif,The Killing of a Sacred Deer,3.375
sir_amirsyarif,Happy Old Year,4.5
sir_amirsyarif,Cahaya Dari Timur Beta Maluku,2.975
sir_amirsyarif,Munafik 2,1.604167
sir_amirsyarif,Joy,2.857143
sir_amirsyarif,Drive,3.15
sir_amirsyarif,My Stupid Boss,3.875
sir_amirsyarif,The Last Airbender,2.5
sir_amirsyarif,Sinister 2,0.75
sir_amirsyarif,Habibie & Ainun,3.666667
sir_amirsyarif,Rudy Habibie,1.736111
sir_amirsyarif,Cloud Atlas,1.3125
sir_amirsyarif,Surat Dari Praha,4.125
sir_amirsyarif,The Adventures of Tintin,4.25
sir_amirsyarif,The Iron Lady,4.0
sir_amirsyarif,Inception,3.375
sir_amirsyarif,Due Date,3.0
sir_amirsyarif,Triple 9,4.0
sir_amirsyarif,How to Train Your Dragon 2,3.916667
sir_amirsyarif,Puss in Boots,2.875
sir_amirsyarif,The Smurfs,3.035714
sir_amirsyarif,The Social Network,2.861111
sir_amirsyarif,Train to Busan,3.895833
sir_amirsyarif,Transcendence,2.590278
sir_amirsyarif,The Lovely Bones,4.5
sir_amirsyarif,The Last Exorcism,3.34375
sir_amirsyarif,Into the Wild,4.041667
sir_amirsyarif,Young Adult,3.916667
sir_amirsyarif,Captain Fantastic,2.75
sir_amirsyarif,Blue Valentine,3.416667
sir_amirsyarif,American Ultra,3.75
sir_amirsyarif,Bedtime Stories,4.25
sir_amirsyarif,Casino Royale,5.0
sir_amirsyarif,Sherlock Holmes,3.5
sir_amirsyarif,Superman Returns,3.25
sir_amirsyarif,Teenage Mutant Ninja Turtles,2.96875
sir_amirsyarif,The Amityville Horror,2.760417
sir_amirsyarif,The Princess and the Frog,1.4375
sir_amirsyarif,The Time Traveler's Wife,1.0
sir_amirsyarif,Zombieland,4.0
sir_amirsyarif,Invictus,4.5
sir_amirsyarif,Merantau,2.9375
sir_amirsyarif,Paranormal Activity,2.75
sir_amirsyarif,Rachel Getting Married,3.75
sir_amirsyarif,Revolutionary Road,2.5
sir_amirsyarif,Get Smart,3.425
sir_amirsyarif,Friday the 13th,2.125
sinema911,Midnight Sun,3.5
sinema911,Night in Paradise,3.25
sinema911,Mariposa,2.895833
sinema911,Ave Maryam,3.75
sinema911,Movie 43,2.875
sinema911,Beyond Skyline,2.5
sinema911,Galih dan Ratna,2.5
sinema911,Death Note,2.5
sinema911,Black Panther,3.0
sinema911,Buffalo Boys,3.0
sinema911,Dilan 1990,2.625
sinema911,Posesif,2.75
sinema911,Marriage Story,2.75
sinema911,Shadow,2.125
sinema911,My Stupid Boss,3.75
sinema911,Sinister 2,3.25
sinema911,Olympus Has Fallen,4.25
sinema911,Habibie & Ainun,2.5
sinema911,Cloud Atlas,1.822917
sinema911,Suckseed,3.4375
sinema911,Grown Ups,3.1875
sinema911,Chappie,3.25
sinema911,Inception,2.758929
sinema911,Due Date,3.6875
sinema911,The BFG,1.666667
sinema911,The Conjuring,1.25
sinema911,War Dogs,2.833333
sinema911,How to Train Your Dragon 2,3.75
sinema911,Seventh Son,3.166667
sinema911,My True Friend,3.375
sinema911,Turbo,2.5
sinema911,A Love Story,2.809091
sinema911,Twilight,3.111111
sinema911,Teenage Mutant Ninja Turtles,2.75
sinema911,Paranormal Activity,2.276786
sinema911,Friday the 13th,2.675
bicaraboxoffice,Five Feet Apart,5.0
bicaraboxoffice,Si Doel the Movie 2,2.90625
bicaraboxoffice,Ali & Ratu Ratu Queens,2.8875
bicaraboxoffice,Army of the Dead,2.635417
bicaraboxoffice,The Woman in the Window,2.425
bicaraboxoffice,The Mitchells vs The Machines,2.729167
bicaraboxoffice,Thunder Force,2.75
bicaraboxoffice,Generasi 90an: Melankolia,2.295455
bicaraboxoffice,I Care a Lot,3.75
bicaraboxoffice,Layla Majnun,3.125
bicaraboxoffice,Mariposa,2.875
bicaraboxoffice,Outside the Wire,2.6625
bicaraboxoffice,Space Sweepers,3.151099
bicaraboxoffice,Tarung Sarung,2.833333
bicaraboxoffice,Mile 22,1.625
bicaraboxoffice,The Trial of the Chicago 7,2.75
bicaraboxoffice,Enola Holmes,3.25
bicaraboxoffice,#Alive,3.364583
bicaraboxoffice,Ave Maryam,2.5
bicaraboxoffice,Project Power,2.697917
bicaraboxoffice,The Doll 2,4.0625
bicaraboxoffice,Bird Box,3.25
bicaraboxoffice,Sabrina,2.5
bicaraboxoffice,Target,3.333333
bicaraboxoffice,Kuntilanak,2.5
bicaraboxoffice,Mary Poppins Returns,2.5
bicaraboxoffice,Peter Rabbit,3.875
bicaraboxoffice,Solo: A Star Wars Story,2.101563
bicaraboxoffice,Spider-Man: Into the Spider-Verse,3.616667
bicaraboxoffice,The Angry Birds Movie 2,2.375
bicaraboxoffice,The Bye Bye Man,2.75
bicaraboxoffice,Thor: Ragnarok,2.5
bicaraboxoffice,The Foreigner,4.25
bicaraboxoffice,The Secret Life of Pets 2,4.5
bicaraboxoffice,The Nutcracker and the Four Realms,2.101563
bicaraboxoffice,The Little Mermaid,3.583333
bicaraboxoffice,Bright,2.5
bicaraboxoffice,Okja,4.25
bicaraboxoffice,5 Cowok Jagoan,2.4375
bicaraboxoffice,Ant-Man and the Wasp,5.0
bicaraboxoffice,Avengers: Infinity War,2.5
bicaraboxoffice,Black Panther,3.25
bicaraboxoffice,Buffalo Boys,2.5
bicaraboxoffice,Christopher Robin,3.304167
bicaraboxoffice,A Bad Moms Christmas,2.0625
bicaraboxoffice,A Wrinkle in Time,2.101563
bicaraboxoffice,American Assassin,2.5
bicaraboxoffice,Long Shot,4.0
bicaraboxoffice,Ip Man 4: The Finale,3.4375
bicaraboxoffice,The Old Guard,2.013889
bicaraboxoffice,Milea,2.291667
bicaraboxoffice,Lady Bird,2.625
bicaraboxoffice,Ne Zha,3.305556
bicaraboxoffice,Uncut Gems,2.604592
bicaraboxoffice,Dilan 1990,2.775
bicaraboxoffice,Dilan 1991,5.0
bicaraboxoffice,Si Doel the Movie,3.166667
bicaraboxoffice,My Stupid Boss 2,2.8125
bicaraboxoffice,The Killing of a Sacred Deer,3.0625
bicaraboxoffice,Spenser Confidential,4.75
bicaraboxoffice,Love for Sale 2,2.333333
bicaraboxoffice,Posesif,2.521429
bicaraboxoffice,The Two Popes,2.833333
bicaraboxoffice,Cahaya Dari Timur Beta Maluku,2.675
bicaraboxoffice,6 Underground,2.166667
bicaraboxoffice,Marriage Story,2.28776
bicaraboxoffice,Master Z: The Ip Man Legacy,3.71875
bicaraboxoffice,The Perfect Date,2.71875
bicaraboxoffice,Triple Frontier,3.175
bicaraboxoffice,The Dirt,3.1875
bicaraboxoffice,The Irishman,5.0
bicaraboxoffice,The Highwaymen,3.125
bicaraboxoffice,My Stupid Boss,2.8125
bicaraboxoffice,Hugo,2.986111
bicaraboxoffice,Habibie & Ainun,2.5
bicaraboxoffice,Rudy Habibie,3.59375
bicaraboxoffice,Surat Dari Praha,3.175
bicaraboxoffice,Extraction,3.175
bicaraboxoffice,Green Lantern,2.0
bicaraboxoffice,Insidious,3.0
bicaraboxoffice,The Conjuring,4.0
bicaraboxoffice,The Conjuring 2,3.95
bicaraboxoffice,How to Train Your Dragon 2,3.425
bicaraboxoffice,Star Trek,3.75
bicaraboxoffice,Cloverfield,1.75
bicaraboxoffice,Sherlock Holmes,3.315476
bicaraboxoffice,Spider-Man 3,3.25
bicaraboxoffice,Superman Returns,2.526042
ScreenSaversID,The Mitchells vs The Machines,2.5
ScreenSaversID,Time Trap,2.666667
ScreenSaversID,Time Trap,2.666667
ScreenSaversID,Two Distant Strangers,2.69697
ScreenSaversID,Enola Holmes,2.5
ScreenSaversID,Cargo,2.375
ScreenSaversID,Legion,3.75
ScreenSaversID,Legion,3.75
ScreenSaversID,Lincoln,3.75
ScreenSaversID,Muppets Most Wanted,3.030303
ScreenSaversID,Nightcrawler,1.09375
ScreenSaversID,Room,3.8125
ScreenSaversID,Searching for Sugar Man,4.0625
ScreenSaversID,Senna,3.375
ScreenSaversID,Beyond Skyline,1.953704
ScreenSaversID,The Outsider,2.796875
ScreenSaversID,The Ritual,3.0
ScreenSaversID,Spider-Man: Into the Spider-Verse,3.375
ScreenSaversID,Thor: Ragnarok,2.5
ScreenSaversID,Bright,1.5
ScreenSaversID,Death Note,2.400643
ScreenSaversID,Okja,2.821429
ScreenSaversID,Ant-Man and the Wasp,2.515625
ScreenSaversID,Avengers: Infinity War,3.583333
ScreenSaversID,Avengers: Infinity War,3.583333
ScreenSaversID,Black Panther,3.0625
ScreenSaversID,Mudbound,2.416667
ScreenSaversID,Breath,3.40625
ScreenSaversID,Dilan 1990,2.5
ScreenSaversID,Love for Sale 2,3.5625
ScreenSaversID,Love for Sale,3.40625
ScreenSaversID,Triple Frontier,2.7
ScreenSaversID,The Silence,3.229167
ScreenSaversID,The Last Airbender,3.0625
ScreenSaversID,The Danish Girl,4.0
ScreenSaversID,Olympus Has Fallen,1.875
ScreenSaversID,Habibie & Ainun,3.75
ScreenSaversID,The Theory of Everything,5.0
ScreenSaversID,Cloud Atlas,2.430556
ScreenSaversID,Dallas Buyers Club,3.75
ScreenSaversID,Surat Dari Praha,3.475
ScreenSaversID,The Croods,5.0
ScreenSaversID,The Interview,1.25
ScreenSaversID,Django Unchained,2.886574
ScreenSaversID,Snowpiercer,2.989583
ScreenSaversID,Crimson Peak,3.9375
ScreenSaversID,The Conjuring,2.208333
ScreenSaversID,Snowden,1.5
ScreenSaversID,ParaNorman,2.979167
ScreenSaversID,The Smurfs 2,2.5
ScreenSaversID,Jupiter Ascending,2.8125
ScreenSaversID,Train to Busan,3.0
ScreenSaversID,Tusk,2.5
ScreenSaversID,Ip Man,2.95
ScreenSaversID,Twilight,2.5
ScreenSaversID,Star Trek,2.5
ScreenSaversID,Moonlight,3.291667
ScreenSaversID,The Founder,2.694444
ScreenSaversID,Click,4.5125
ScreenSaversID,Cloverfield,3.4375
ScreenSaversID,Superman Returns,2.5
ScreenSaversID,Teenage Mutant Ninja Turtles,2.4375
ScreenSaversID,Zombieland,2.75
asliga,Man in Love,3.5
asliga,The Swarm,2.5
asliga,Five Feet Apart,3.5
asliga,Blood Red Sky,3.0
asliga,A Perfect Fit,3.0
asliga,Midnight Sun,3.5
asliga,Si Doel the Movie 2,3.0
asliga,Haseen Dillruba,3.5
asliga,The 8th Night,2.5
asliga,Wish Dragon,3.5
asliga,Ghost Lab,2.5
asliga,Super Me,2.5
asliga,Time Trap,2.0
asliga,Night in Paradise,3.0
asliga,Pagglait,3.0
asliga,Two Distant Strangers,3.5
asliga,Thunder Force,2.0
asliga,Nightbooks,2.5
asliga,Paradise Hills,2.5
asliga,Death to 2020,3.5
asliga,Moxie,3.5
asliga,Moxie,3.0
asliga,Sightless,2.5
asliga,Space Sweepers,3.0
asliga,The Call,3.0
asliga,Ludo,3.5
asliga,His House,3.5
asliga,Holidate,3.0
asliga,Rebecca,3.5
asliga,The Trial of the Chicago 7,3.266667
asliga,Hubie Halloween,2.5
asliga,The Outpost,3.0
asliga,Enola Holmes,3.0
asliga,Cargo,2.5
asliga,Cargo,2.5
asliga,#Alive,3.5
asliga,Project Power,2.5
asliga,Bird Box,3.5
asliga,Bad Genius,3.5
asliga,The Ritual,3.0
asliga,First Kill,2.0
asliga,Galih dan Ratna,3.5
asliga,Ghost House,2.5
asliga,Kung Fu Yoga,3.0
asliga,Thor: Ragnarok,3.5
asliga,The Foreigner,3.0
asliga,5 Cowok Jagoan,3.0
asliga,Black Panther,3.0
asliga,Buffalo Boys,3.0
asliga,Burning,3.5
asliga,Christopher Robin,3.5
asliga,Berlin Syndrome,2.5
asliga,1BR,3.0
asliga,The Babysitter,3.5
asliga,Newness,3.5
asliga,6 Days,2.5
asliga,A Whisker Away,3.0
asliga,Lady Bird,3.5
asliga,Ne Zha,3.5
asliga,Uncut Gems,3.0
asliga,Dilan 1990,3.0
asliga,Si Doel the Movie,3.0
asliga,Time to Hunt,3.5
asliga,The Willoughbys,3.0
asliga,Love Wedding Repeat,2.5
asliga,Tigertail,3.5
asliga,Happy Old Year,3.5
asliga,The Occupant,3.0
asliga,Spenser Confidential,2.5
asliga,Posesif,3.0
asliga,6 Underground,3.0
asliga,Marriage Story,4.0
asliga,Love for Sale,3.5
asliga,Munafik 2,3.0
asliga,Someone Great,3.0
asliga,Triple Frontier,3.0
asliga,The Irishman,3.5
asliga,The Silence,2.5
asliga,The Perfection,3.0
asliga,Brother,2.0
asliga,Drive,2.0
asliga,Hugo,2.5
asliga,Sinister 2,2.0
asliga,Selfless,2.5
asliga,Habibie & Ainun,3.25
asliga,Rudy Habibie,3.5
asliga,The Doll,2.0
asliga,Dallas Buyers Club,3.5
asliga,Earth to Echo,3.0
asliga,Stonehearst Asylum,3.0
asliga,Surat Dari Praha,3.5
asliga,The Adventures of Tintin,3.5
asliga,The Captive,2.0
asliga,Chappie,3.0
asliga,Extraction,3.0
asliga,Walk of Shame,2.5
asliga,Brick Mansions,2.5
asliga,Sabotage,2.0
asliga,Crimson Peak,3.5
asliga,The BFG,3.0
asliga,The Conjuring,3.0
asliga,Triple 9,2.5
asliga,Snowden,3.0
asliga,Seventh Son,2.5
asliga,Headshot,3.0
asliga,Jupiter Ascending,2.5
asliga,A Love Story,2.0
asliga,The Bucket List,3.5
asliga,Moonlight,3.0
asliga,American Ultra,2.5
AnakNonton,Midnight Special,2.083333
AnakNonton,Galih dan Ratna,3.375
AnakNonton,Spider-Man: Into the Spider-Verse,3.75
AnakNonton,Thor: Ragnarok,2.5
AnakNonton,Ant-Man and the Wasp,2.5
AnakNonton,Avengers: Infinity War,3.203704
AnakNonton,Black Panther,2.5
AnakNonton,Posesif,3.666667
AnakNonton,Drive,4.375
AnakNonton,The Conjuring 2,2.5
AnakNonton,War Dogs,2.5
AnakNonton,Tanda Tanya,3.25
AnakNonton,Triple 9,2.5
AnakNonton,3 Days to Kill,2.840909
AnakNonton,Cloudy with a Chance of Meatballs 2,2.840909
AnakNonton,Snowden,3.25
AnakNonton,ParaNorman,4.5
AnakNonton,Real Steel,4.2
AnakNonton,The Smurfs 2,2.655303
AnakNonton,How to Train Your Dragon 2,2.5
AnakNonton,Puss in Boots,5.0
AnakNonton,The Smurfs,3.295455
AnakNonton,Seventh Son,2.840909
AnakNonton,Mr. Peabody & Sherman,4.0
AnakNonton,Headshot,3.75
AnakNonton,Jupiter Ascending,2.840909
AnakNonton,The Social Network,5.0
AnakNonton,The Space Between Us,2.625
AnakNonton,Train to Busan,3.652778
AnakNonton,Transcendence,2.840909
AnakNonton,Turbo,4.0
AnakNonton,Ip Man,2.670455
AnakNonton,Final Destination 3,2.5
AnakNonton,Ghost Rider,3.0
AnakNonton,The Twilight Saga: New Moon,4.5
AnakNonton,Twilight,2.791667
AnakNonton,Star Trek,4.0
AnakNonton,The Last Exorcism,2.840909
AnakNonton,Moonlight,3.125
AnakNonton,Safe House,4.0
AnakNonton,The Founder,2.5
AnakNonton,Young Adult,2.5
AnakNonton,Captain Fantastic,3.734375
AnakNonton,Blue Valentine,0.3125
AnakNonton,The Edge of Seventeen,3.125
AnakNonton,Cloverfield,2.5
AnakNonton,Sherlock Holmes,1.5
AnakNonton,Spider-Man 3,3.420455
AnakNonton,Teenage Mutant Ninja Turtles,3.375
AnakNonton,Paranormal Activity,5.0
MovieManID,Gunpowder Milkshake,2.5
MovieManID,Beckett,2.5
MovieManID,Five Feet Apart,3.348214
MovieManID,Kingdom: Ashin of the North,2.75
MovieManID,A Perfect Fit,3.275
MovieManID,Tersanjung the Movie,2.5
MovieManID,Death to 2020,2.279167
MovieManID,Geez & Ann,2.5
MovieManID,I Care a Lot,2.25
MovieManID,Pieces of a Woman,2.083333
MovieManID,Space Sweepers,2.5
MovieManID,We Can Be Heroes,2.889881
MovieManID,His House,2.808333
MovieManID,Holidate,3.0
MovieManID,Rebecca,0.875
MovieManID,The Trial of the Chicago 7,2.802083
MovieManID,Enola Holmes,3.4
MovieManID,The Babysitter: Killer Queen,3.25
MovieManID,Cargo,2.613636
MovieManID,#Alive,2.439583
MovieManID,Ave Maryam,2.458333
MovieManID,Scott Pilgrim vs. the World,2.5
MovieManID,Polar,2.4
MovieManID,Bird Box,3.125
MovieManID,Apostle,2.708333
MovieManID,Kuntilanak,3.0
MovieManID,Us and Them,2.714286
MovieManID,The Ballad of Buster Scruggs,2.520833
MovieManID,Private Life,2.9375
MovieManID,The Ritual,2.895139
MovieManID,Spider-Man: Into the Spider-Verse,5.0
MovieManID,The Secret Life of Pets 2,3.0
MovieManID,The Nutcracker and the Four Realms,2.5
MovieManID,Avengers: Infinity War,1.6875
MovieManID,Black Panther,4.21875
MovieManID,A Wrinkle in Time,3.25
MovieManID,1922,2.916667
MovieManID,The Babysitter,2.710565
MovieManID,Voyeur,3.4375
MovieManID,Skins,2.25
MovieManID,Milea,2.770833
MovieManID,Ne Zha,4.0
MovieManID,Uncut Gems,2.5
MovieManID,Dilan 1990,2.507813
MovieManID,My Stupid Boss 2,3.5
MovieManID,The Willoughbys,2.21875
MovieManID,Marriage Story,3.0
MovieManID,After,2.5
MovieManID,Triple Frontier,3.125
MovieManID,The Dirt,2.725
MovieManID,The Perfection,2.8125
MovieManID,Unicorn Store,3.375
MovieManID,My Stupid Boss,3.5
MovieManID,Olympus Has Fallen,2.662037
MovieManID,Snowpiercer,3.052083
MovieManID,The Conjuring,3.75
MovieManID,Tanda Tanya,2.5
MovieManID,Headshot,3.125
MovieManID,Train to Busan,4.5
MovieManID,A Love Story,2.9375
MovieManID,Twilight,2.025
MovieManID,Taare Zameen Par,3.196429
MovieManID,Captain Fantastic,3.2125
MovieManID,Blue Valentine,3.214286
MovieManID,Casino Royale,3.0
MovieManID,Spider-Man 3,2.5
MovieManID,Zombieland,3.5
MovieManID,P.S. I Love You,2.902778
aerorun,Wind River,3.325
aerorun,Blood Red Sky,2.5
aerorun,Army of the Dead,2.279167
aerorun,We Can Be Heroes,4.25
aerorun,Ave Maryam,2.83125
aerorun,Lincoln,3.75
aerorun,Nightcrawler,2.875
aerorun,Searching for Sugar Man,2.84375
aerorun,Shirkers,2.90625
aerorun,The Ballad of Buster Scruggs,2.5
aerorun,Bad Genius,2.0
aerorun,Steel Rain,3.25
aerorun,Solo: A Star Wars Story,3.75
aerorun,Submission,3.75
aerorun,Thor: Ragnarok,2.875
aerorun,Okja,2.666667
aerorun,Avengers: Infinity War,2.2875
aerorun,Black Panther,3.5
aerorun,Burning,3.175
aerorun,Lucid Dream,2.265625
aerorun,Long Shot,0.5
aerorun,Chasing the Dragon,3.0
aerorun,6 Days,2.043269
aerorun,Milea,2.1875
aerorun,The Witch: Part 1 - The Subversion,1.791667
aerorun,Lady Bird,2.666667
aerorun,Uncut Gems,3.5
aerorun,Time to Hunt,2.75
aerorun,Tigertail,2.840909
aerorun,The Killing of a Sacred Deer,2.75
aerorun,Happy Old Year,2.85
aerorun,A Ghost Story,2.916667
aerorun,Posesif,2.916667
aerorun,The Two Popes,3.275
aerorun,6 Underground,2.833333
aerorun,Marriage Story,2.669643
aerorun,Love for Sale,2.5
aerorun,Triple Frontier,2.952381
aerorun,The Irishman,2.0
aerorun,Shadow,2.742898
aerorun,Drive,2.945139
aerorun,Hugo,3.75
aerorun,The Bling Ring,1.0
aerorun,The Theory of Everything,3.625
aerorun,Cloud Atlas,2.5
aerorun,Dallas Buyers Club,4.0
aerorun,Surat Dari Praha,3.104167
aerorun,Inception,3.75
aerorun,Django Unchained,3.25
aerorun,Snowpiercer,2.0
aerorun,Kung Fu Panda 2,4.0
aerorun,Insidious,3.5
aerorun,The Conjuring 2,2.25625
aerorun,3 Days to Kill,2.625
aerorun,Headshot,3.0
aerorun,The Social Network,3.1375
aerorun,Bright Star,3.375
aerorun,Twilight,2.208333
aerorun,Moonlight,2.5
aerorun,Into the Wild,2.5
aerorun,Safe House,2.0
aerorun,Captain Fantastic,0.75
aerorun,Dead Man Down,2.5
aerorun,Casino Royale,2.5
aerorun,Zodiac,2.9125
aerorun,Invictus,3.0
aerorun,Revolutionary Road,3.385714
aerorun,,3.0
winseulbear,Five Feet Apart,3.4375
winseulbear,Blood Red Sky,2.109375
winseulbear,Midnight Sun,2.1875
winseulbear,Midnight Sun,2.1875
winseulbear,The Woman in the Window,1.5
winseulbear,The Woman in the Window,1.5
winseulbear,I Care a Lot,2.25
winseulbear,I Care a Lot,2.25
winseulbear,Pieces of a Woman,3.214286
winseulbear,Pieces of a Woman,3.214286
winseulbear,The Call,2.5
winseulbear,The Call,2.5
winseulbear,Enola Holmes,2.5
winseulbear,Enola Holmes,2.5
winseulbear,The Social Dilemma,3.375
winseulbear,The Social Dilemma,3.375
winseulbear,I'm Thinking of Ending Things,3.166667
winseulbear,I'm Thinking of Ending Things,3.166667
winseulbear,Nightcrawler,2.666667
winseulbear,Nightcrawler,2.666667
winseulbear,"Love, Rosie",3.125
winseulbear,"Love, Rosie",3.125
winseulbear,Room,2.375
winseulbear,Room,2.375
winseulbear,Bird Box,3.070313
winseulbear,Bird Box,3.070313
winseulbear,The Ballad of Buster Scruggs,3.295455
winseulbear,The Ballad of Buster Scruggs,3.295455
winseulbear,Bad Genius,2.03125
winseulbear,Bad Genius,2.03125
winseulbear,Forgotten,2.916667
winseulbear,Forgotten,2.916667
winseulbear,Mary Poppins Returns,2.5
winseulbear,Mary Poppins Returns,2.5
winseulbear,Molly's Game,3.375
winseulbear,Molly's Game,3.375
winseulbear,Burning,2.90625
winseulbear,Burning,2.90625
winseulbear,Lady Bird,2.03125
winseulbear,Lady Bird,2.03125
winseulbear,The Florida Project,5.0
winseulbear,The Florida Project,5.0
winseulbear,The Killing of a Sacred Deer,2.5
winseulbear,The Killing of a Sacred Deer,2.5
winseulbear,A Ghost Story,1.3125
winseulbear,A Ghost Story,1.3125
winseulbear,Marriage Story,2.75
winseulbear,Marriage Story,2.75
winseulbear,The Island,2.5
winseulbear,The Island,2.5
winseulbear,The Irishman,3.0
winseulbear,The Irishman,3.0
winseulbear,Joy,1.510417
winseulbear,Drive,2.5
winseulbear,Hugo,2.5625
winseulbear,The Danish Girl,2.555556
winseulbear,Black Sea,3.0
winseulbear,The Theory of Everything,2.9375
winseulbear,Dallas Buyers Club,2.675
winseulbear,Stonehearst Asylum,2.75
winseulbear,Swiss Army Man,3.291667
winseulbear,Grown Ups,2.9375
winseulbear,Inception,2.625
winseulbear,Django Unchained,2.104167
winseulbear,Snowpiercer,3.375
winseulbear,Green Zone,2.805556
winseulbear,Crimson Peak,3.333333
winseulbear,Insidious,2.5
winseulbear,Shutter Island,1.875
winseulbear,Snowden,3.5625
winseulbear,The Roommate,2.392857
winseulbear,The Social Network,2.5
winseulbear,Zathura,1.90625
winseulbear,Monster House,2.5
winseulbear,The Spiderwick Chronicles,2.530303
winseulbear,Twilight,3.0
winseulbear,Memoirs of a Geisha,3.0
winseulbear,The Lovely Bones,2.270833
winseulbear,The Lovely Bones,3.5
winseulbear,Moonlight,2.571429
winseulbear,World Trade Center,2.8125
winseulbear,Safe House,2.479167
winseulbear,The Founder,3.416667
winseulbear,Captain Fantastic,2.702652
winseulbear,Blue Valentine,1.25
winseulbear,Letters to Juliet,2.5
winseulbear,Becoming Jane,2.5
winseulbear,Casino Royale,3.75
winseulbear,Charlie and the Chocolate Factory,2.458333
winseulbear,Sherlock Holmes,2.5
winseulbear,Zodiac,3.375
winseulbear,Invictus,3.0
winseulbear,Revolutionary Road,2.845238
moviegoersID,Words Bubble Up Like Soda Pop,3.6875
moviegoersID,Blood Red Sky,2.5
moviegoersID,A Perfect Fit,2.474747
moviegoersID,Haseen Dillruba,2.863636
moviegoersID,The 8th Night,2.863636
moviegoersID,Ali & Ratu Ratu Queens,2.9
moviegoersID,Wish Dragon,3.75
moviegoersID,Army of the Dead,2.75
moviegoersID,Super Me,3.008333
moviegoersID,Nightbooks,3.25
moviegoersID,Paradise Hills,2.625
moviegoersID,Geez & Ann,3.270833
moviegoersID,Generasi 90an: Melankolia,2.1875
moviegoersID,June & Kopi,3.25
moviegoersID,Layla Majnun,2.75
moviegoersID,Tarung Sarung,3.0
moviegoersID,The Call,2.25
moviegoersID,The Outpost,2.166667
moviegoersID,Ave Maryam,2.670455
moviegoersID,Lincoln,5.0
moviegoersID,Nightcrawler,1.0
moviegoersID,Scary Movie 5,2.083333
moviegoersID,Room,3.375
moviegoersID,The Night Comes for Us,3.34375
moviegoersID,Beyond Skyline,2.5
moviegoersID,Bad Genius,3.125
moviegoersID,Mary Poppins Returns,2.5
moviegoersID,The Bye Bye Man,2.625
moviegoersID,Thor: Ragnarok,3.75
moviegoersID,Avengers: Infinity War,2.75
moviegoersID,Christopher Robin,2.778571
moviegoersID,Long Shot,3.75
moviegoersID,Milea,2.5
moviegoersID,The Witch: Part 1 - The Subversion,2.694444
moviegoersID,Ne Zha,3.416667
moviegoersID,Dilan 1990,3.125
moviegoersID,Dilan 1991,2.666667
moviegoersID,My Stupid Boss 2,5.0
moviegoersID,Angel Has Fallen,3.75
moviegoersID,Happy Old Year,2.75
moviegoersID,Posesif,2.5
moviegoersID,Cahaya Dari Timur Beta Maluku,3.0
moviegoersID,After,2.333333
moviegoersID,Drive,2.520833
moviegoersID,Habibie & Ainun,5.0
moviegoersID,Rudy Habibie,3.75
moviegoersID,Cloud Atlas,2.5
moviegoersID,Earth to Echo,2.5
moviegoersID,Surat Dari Praha,2.875
moviegoersID,The Autopsy of Jane Doe,3.75
moviegoersID,Inception,2.5
moviegoersID,Django Unchained,4.21875
moviegoersID,The Conjuring,3.048611
moviegoersID,Cloudy with a Chance of Meatballs 2,2.5
moviegoersID,Puss in Boots,3.295455
moviegoersID,Train to Busan,3.375
moviegoersID,Safe House,3.0
moviegoersID,Teenage Mutant Ninja Turtles,2.5
moviegoersID,Zombieland,2.6875
moviegoersID,Paranormal Activity,3.125
Rivki_Mogi,Wind River,2.5
Rivki_Mogi,Man in Love,3.75
Rivki_Mogi,Midnight Sun,2.875
Rivki_Mogi,Si Doel the Movie 2,2.333333
Rivki_Mogi,Space Sweepers,2.625
